1, 48139.777275
2, 48139.796282
3, 48139.830369
4, 48139.864806
5, 48139.896901
6, 48139.931791
7, 48139.964890
8, 48139.997921
9, 48140.031320
10, 48140.064949
11, 48140.098879
12, 48140.132924
13, 48140.165749
14, 48140.199486
15, 48140.233103
16, 48140.266674
17, 48140.300482
18, 48140.333764
19, 48140.368574
20, 48140.402069
21, 48140.434354
22, 48140.468161
23, 48140.502986
24, 48140.536945
25, 48140.568837
26, 48140.602426
27, 48140.637663
28, 48140.669725
29, 48140.703616
30, 48140.736782
31, 48140.771426
32, 48140.805248
33, 48140.839082
34, 48140.872742
35, 48140.904987
36, 48140.938541
37, 48140.973073
38, 48141.006751
39, 48141.039114
40, 48141.072856
41, 48141.106852
42, 48141.140029
43, 48141.173834
44, 48141.208591
45, 48141.241741
46, 48141.274902
47, 48141.309242
48, 48141.341729
49, 48141.376756
50, 48141.409513
51, 48141.442631
52, 48141.476869
53, 48141.510278
54, 48141.543615
55, 48141.576915
56, 48141.612488
57, 48141.644140
58, 48141.677492
59, 48141.712657
60, 48141.744747
61, 48141.779650
62, 48141.812131
63, 48141.845457
64, 48141.879170
65, 48141.913122
66, 48141.946527
67, 48141.980422
68, 48142.014813
69, 48142.048509
70, 48142.080842
71, 48142.115953
72, 48142.148027
73, 48142.182500
74, 48142.216765
75, 48142.248720
76, 48142.282615
77, 48142.317213
78, 48142.349489
79, 48142.383451
80, 48142.417067
81, 48142.450181
82, 48142.483535
83, 48142.516793
84, 48142.550469
85, 48142.583750
86, 48142.617201
87, 48142.650952
88, 48142.683930
89, 48142.718247
90, 48142.750429
91, 48142.784837
92, 48142.818142
93, 48142.850866
94, 48142.884792
95, 48142.917285
96, 48142.950903
97, 48142.984268
98, 48143.017227
99, 48143.050469
100, 48143.083993
101, 48143.118071
102, 48143.153047
103, 48143.184384
104, 48143.218191
105, 48143.252204
106, 48143.285955
107, 48143.319728
108, 48143.352187
109, 48143.385816
110, 48143.420180
111, 48143.453034
112, 48143.486761
113, 48143.520199
114, 48143.553764
115, 48143.588515
116, 48143.620796
117, 48143.654994
118, 48143.688198
119, 48143.722764
120, 48143.755340
121, 48143.789707
122, 48143.823207
123, 48143.856473
124, 48143.890055
125, 48143.924384
126, 48143.957818
127, 48143.990991
128, 48144.024086
129, 48144.058114
130, 48144.092802
131, 48144.124812
132, 48144.158724
133, 48144.192104
134, 48144.226265
135, 48144.259514
136, 48144.292880
137, 48144.326665
138, 48144.360094
139, 48144.394701
140, 48144.427228
141, 48144.427530
142, 48144.461143
143, 48144.494791
144, 48144.529014
145, 48144.562996
146, 48144.595432
147, 48144.629300
148, 48144.662932
149, 48144.696599
150, 48144.730195
151, 48144.764065
152, 48144.797850
153, 48144.830573
154, 48144.864575
155, 48144.898748
156, 48144.936226
157, 48144.965288
158, 48145.000636
159, 48145.032784
160, 48145.065623
161, 48145.100104
162, 48145.133221
163, 48145.167301
164, 48145.200110
